archetype,delta,start year,start month,end year,end month
Other Cable,-1934211,2021,9,2022,12
No or Minimal News,6615486,2021,9,2023,1
Hard Broadcast News,2205563,2021,9,2023,1
Soft Broadcast News,-1567820,2021,9,2023,1
Partisan Cable (right),-1622785,2021,9,2023,1
Partisan Cable (left),-1492150,2021,9,2023,1
Spanish News,-1458448,2021,9,2023,1
Other Cable,-1692555,2021,9,2023,1
No or Minimal News,12448762,2021,9,2023,2
Hard Broadcast News,-520180,2021,9,2023,2
Soft Broadcast News,-2071449,2021,9,2023,2
Partisan Cable (right),-1495434,2021,9,2023,2
Partisan Cable (left),-2806341,2021,9,2023,2
Spanish News,-1924683,2021,9,2023,2
Other Cable,-2529796,2021,9,2023,2
No or Minimal News,10905414,2021,9,2023,3
Hard Broadcast News,769102,2021,9,2023,3
Soft Broadcast News,-2502731,2021,9,2023,3
Partisan Cable (right),-1712641,2021,9,2023,3
Partisan Cable (left),-2818070,2021,9,2023,3
Spanish News,-2154162,2021,9,2023,3
Other Cable,-1469896,2021,9,2023,3
No or Minimal News,13285336,2021,9,2023,4
Hard Broadcast News,-2259735,2021,9,2023,4
Soft Broadcast News,-2515726,2021,9,2023,4
Partisan Cable (right),-1453757,2021,9,2023,4
Partisan Cable (left),-1245719,2021,9,2023,4
Spanish News,-2181390,2021,9,2023,4
Other Cable,-2620037,2021,9,2023,4
No or Minimal News,14945369,2021,9,2023,5
Hard Broadcast News,-1284613,2021,9,2023,5
Soft Broadcast News,-2676976,2021,9,2023,5
Partisan Cable (right),-3315499,2021,9,2023,5
Partisan Cable (left),-2241326,2021,9,2023,5
Spanish News,-2414041,2021,9,2023,5
Other Cable,-1996374,2021,9,2023,5
No or Minimal News,17278528,2021,9,2023,6
Hard Broadcast News,-4335428,2021,9,2023,6
Soft Broadcast News,-3558186,2021,9,2023,6
Partisan Cable (right),-3470242,2021,9,2023,6
Partisan Cable (left),-566137,2021,9,2023,6
Spanish News,-2876273,2021,9,2023,6
Other Cable,-1460483,2021,9,2023,6
No or Minimal News,20594675,2021,9,2023,7
Hard Broadcast News,-5838358,2021,9,2023,7
Soft Broadcast News,-3201575,2021,9,2023,7
Partisan Cable (right),-3614546,2021,9,2023,7
Partisan Cable (left),-2975557,2021,9,2023,7
Spanish News,-2729737,2021,9,2023,7
Other Cable,-1279785,2021,9,2023,7
No or Minimal News,15826329,2021,9,2023,8
Hard Broadcast News,-5459079,2021,9,2023,8
Soft Broadcast News,-3135799,2021,9,2023,8
Partisan Cable (right),-1493032,2021,9,2023,8
Partisan Cable (left),14688,2021,9,2023,8
Spanish News,-3010611,2021,9,2023,8
Other Cable,-1733645,2021,9,2023,8
No or Minimal News,17695088,2021,9,2023,9
Hard Broadcast News,-2708570,2021,9,2023,9
Soft Broadcast News,-3372440,2021,9,2023,9
Partisan Cable (right),-2800933,2021,9,2023,9
Partisan Cable (left),-2139562,2021,9,2023,9
Spanish News,-2850224,2021,9,2023,9
Other Cable,-1999138,2021,9,2023,9
No or Minimal News,14328727,2021,9,2023,10
Hard Broadcast News,-432357,2021,9,2023,10
Soft Broadcast News,-4024885,2021,9,2023,10
Partisan Cable (right),-887450,2021,9,2023,10
Partisan Cable (left),1347683,2021,9,2023,10
Spanish News,-2054509,2021,9,2023,10
Other Cable,-3146793,2021,9,2023,10
No or Minimal News,17587252,2021,9,2023,11
Hard Broadcast News,-686356,2021,9,2023,11
Soft Broadcast News,-2163412,2021,9,2023,11
Partisan Cable (right),-2808142,2021,9,2023,11
Partisan Cable (left),-1205018,2021,9,2023,11
Spanish News,-1997356,2021,9,2023,11
Other Cable,-3531688,2021,9,2023,11
No or Minimal News,19086495,2021,9,2023,12
Hard Broadcast News,153284,2021,9,2023,12
Soft Broadcast News,-2869877,2021,9,2023,12
Partisan Cable (right),-5012714,2021,9,2023,12
Partisan Cable (left),-1868931,2021,9,2023,12
Spanish News,-2161984,2021,9,2023,12
Other Cable,-2185623,2021,9,2023,12
No or Minimal News,19319955,2021,9,2024,1
Hard Broadcast News,-1593629,2021,9,2024,1
Soft Broadcast News,-1777702,2021,9,2024,1
Partisan Cable (right),-3851350,2021,9,2024,1
Partisan Cable (left),-2050001,2021,9,2024,1
Spanish News,-2225923,2021,9,2024,1
Other Cable,-2577987,2021,9,2024,1
No or Minimal News,22951156,2021,9,2024,2
Hard Broadcast News,-961976,2021,9,2024,2
Soft Broadcast News,-4758101,2021,9,2024,2
Partisan Cable (right),-4120773,2021,9,2024,2
Partisan Cable (left),-2315923,2021,9,2024,2
Spanish News,-2505129,2021,9,2024,2
Other Cable,-3096773,2021,9,2024,2
No or Minimal News,18551163,2021,9,2024,3
Hard Broadcast News,2621702,2021,9,2024,3
Soft Broadcast News,-5219424,2021,9,2024,3
Partisan Cable (right),-3868715,2021,9,2024,3
Partisan Cable (left),-2050978,2021,9,2024,3
Spanish News,-2479436,2021,9,2024,3
Other Cable,-2438750,2021,9,2024,3
No or Minimal News,22405303,2021,9,2024,4
Hard Broadcast News,-1604628,2021,9,2024,4
Soft Broadcast News,-4302956,2021,9,2024,4
Partisan Cable (right),-4313821,2021,9,2024,4
Partisan Cable (left),-1365593,2021,9,2024,4
Spanish News,-2529540,2021,9,2024,4
Other Cable,-3044961,2021,9,2024,4
No or Minimal News,25193787,2021,9,2024,5
Hard Broadcast News,-3873753,2021,9,2024,5
Soft Broadcast News,-3876681,2021,9,2024,5
Partisan Cable (right),-4052460,2021,9,2024,5
Partisan Cable (left),-1185175,2021,9,2024,5
Spanish News,-2663980,2021,9,2024,5
Other Cable,-4327322,2021,9,2024,5
No or Minimal News,17878860,2021,9,2024,6
Hard Broadcast News,420603,2021,9,2024,6
Soft Broadcast News,-5434318,2021,9,2024,6
Partisan Cable (right),-2874815,2021,9,2024,6
Partisan Cable (left),697654,2021,9,2024,6
Spanish News,-2355856,2021,9,2024,6
Other Cable,-3205493,2021,9,2024,6
No or Minimal News,12562031,2021,9,2024,7
Hard Broadcast News,3319597,2021,9,2024,7
Soft Broadcast News,-7242502,2021,9,2024,7
Partisan Cable (right),2111323,2021,9,2024,7
Partisan Cable (left),1930231,2021,9,2024,7
Spanish News,-2103463,2021,9,2024,7
Other Cable,-5343887,2021,9,2024,7
No or Minimal News,19309986,2021,9,2024,8
Hard Broadcast News,-1631131,2021,9,2024,8
Soft Broadcast News,-6471166,2021,9,2024,8
Partisan Cable (right),-1510523,2021,9,2024,8
Partisan Cable (left),3479045,2021,9,2024,8
Spanish News,-3215507,2021,9,2024,8
Other Cable,-4442091,2021,9,2024,8
No or Minimal News,8489822,2021,9,2024,9
Hard Broadcast News,12332797,2021,9,2024,9
Soft Broadcast News,-6716458,2021,9,2024,9
Partisan Cable (right),-1190418,2021,9,2024,9
Partisan Cable (left),1187707,2021,9,2024,9
Spanish News,-2993571,2021,9,2024,9
Other Cable,-4106168,2021,9,2024,9
No or Minimal News,15937027,2021,9,2024,10
Hard Broadcast News,3576640,2021,9,2024,10
Soft Broadcast News,-5671460,2021,9,2024,10
Partisan Cable (right),-169187,2021,9,2024,10
Partisan Cable (left),1170157,2021,9,2024,10
Spanish News,-2700077,2021,9,2024,10
Other Cable,-5071752,2021,9,2024,10
No or Minimal News,6564106,2021,9,2024,11
Hard Broadcast News,7696817,2021,9,2024,11
Soft Broadcast News,-6242533,2021,9,2024,11
Partisan Cable (right),4969621,2021,9,2024,11
Partisan Cable (left),1750501,2021,9,2024,11
Spanish News,-2347456,2021,9,2024,11
Other Cable,-5368806,2021,9,2024,11
No or Minimal News,27604291,2021,9,2024,12
Hard Broadcast News,-1132538,2021,9,2024,12
Soft Broadcast News,-4113130,2021,9,2024,12
Partisan Cable (right),-1878977,2021,9,2024,12
Partisan Cable (left),-6426965,2021,9,2024,12
Spanish News,-3422553,2021,9,2024,12
Other Cable,-3714623,2021,9,2024,12
No or Minimal News,13993808,2021,9,2025,1
Hard Broadcast News,8940443,2021,9,2025,1
Soft Broadcast News,-8059063,2021,9,2025,1
Partisan Cable (right),2634023,2021,9,2025,1
Partisan Cable (left),-3570169,2021,9,2025,1
Spanish News,-2355728,2021,9,2025,1
Other Cable,-4581890,2021,9,2025,1
No or Minimal News,29483510,2021,9,2025,2
Hard Broadcast News,-3691645,2021,9,2025,2
Soft Broadcast News,-7097954,2021,9,2025,2
Partisan Cable (right),530390,2021,9,2025,2
Partisan Cable (left),-4597924,2021,9,2025,2
Spanish News,-2849196,2021,9,2025,2
Other Cable,-4799386,2021,9,2025,2
No or Minimal News,23991882,2021,9,2025,3
Hard Broadcast News,2139427,2021,9,2025,3
Soft Broadcast News,-7965762,2021,9,2025,3
Partisan Cable (right),212070,2021,9,2025,3
Partisan Cable (left),-4572203,2021,9,2025,3
Spanish News,-2568917,2021,9,2025,3
Other Cable,-4214164,2021,9,2025,3
No or Minimal News,31486134,2021,9,2025,4
Hard Broadcast News,-4019241,2021,9,2025,4
Soft Broadcast News,-7488295,2021,9,2025,4
Partisan Cable (right),-1655516,2021,9,2025,4
Partisan Cable (left),-4485216,2021,9,2025,4
Spanish News,-2394105,2021,9,2025,4
Other Cable,-4380097,2021,9,2025,4
No or Minimal News,33019708,2021,9,2025,5
Hard Broadcast News,-3393064,2021,9,2025,5
Soft Broadcast News,-7113507,2021,9,2025,5
Partisan Cable (right),-2602004,2021,9,2025,5
Partisan Cable (left),-5817756,2021,9,2025,5
Spanish News,-2618295,2021,9,2025,5
Other Cable,-4475054,2021,9,2025,5
No or Minimal News,31393409,2021,9,2025,6
Hard Broadcast News,-6411727,2021,9,2025,6
Soft Broadcast News,-7955082,2021,9,2025,6
Partisan Cable (right),204624,2021,9,2025,6
Partisan Cable (left),-2346560,2021,9,2025,6
Spanish News,-2772171,2021,9,2025,6
Other Cable,-5087603,2021,9,2025,6
No or Minimal News,37573580,2021,9,2025,7
Hard Broadcast News,-7325471,2021,9,2025,7
Soft Broadcast News,-7766332,2021,9,2025,7
Partisan Cable (right),-2072572,2021,9,2025,7
Partisan Cable (left),-4639638,2021,9,2025,7
Spanish News,-3245234,2021,9,2025,7
Other Cable,-5532058,2021,9,2025,7
No or Minimal News,39599568,2021,9,2025,8
Hard Broadcast News,-6482354,2021,9,2025,8
Soft Broadcast News,-7189382,2021,9,2025,8
Partisan Cable (right),-3361344,2021,9,2025,8
Partisan Cable (left),-6062427,2021,9,2025,8
Spanish News,-3511467,2021,9,2025,8
Other Cable,-6022213,2021,9,2025,8
No or Minimal News,36445322,2021,9,2025,9
Hard Broadcast News,-5314937,2021,9,2025,9
Soft Broadcast News,-7195854,2021,9,2025,9
Partisan Cable (right),-34220,2021,9,2025,9
Partisan Cable (left),-4473184,2021,9,2025,9
Spanish News,-3255212,2021,9,2025,9
Other Cable,-5276585,2021,9,2025,9
No or Minimal News,169915,2021,10,2021,11
Hard Broadcast News,-1997825,2021,10,2021,11
Soft Broadcast News,-23587,2021,10,2021,11
Partisan Cable (right),1852712,2021,10,2021,11
Partisan Cable (left),91264,2021,10,2021,11
Spanish News,-130715,2021,10,2021,11
Other Cable,109369,2021,10,2021,11
No or Minimal News,-608269,2021,10,2021,12
Hard Broadcast News,-1070241,2021,10,2021,12
Soft Broadcast News,626880,2021,10,2021,12
Partisan Cable (right),82413,2021,10,2021,12
Partisan Cable (left),1117075,2021,10,2021,12
Spanish News,119512,2021,10,2021,12
Other Cable,-187385,2021,10,2021,12
No or Minimal News,-3257134,2021,10,2022,1
Hard Broadcast News,2519045,2021,10,2022,1
Soft Broadcast News,-21723,2021,10,2022,1
Partisan Cable (right),108688,2021,10,2022,1
Partisan Cable (left),-447825,2021,10,2022,1
Spanish News,211972,2021,10,2022,1
Other Cable,974078,2021,10,2022,1
No or Minimal News,239402,2021,10,2022,2
Hard Broadcast News,-4971692,2021,10,2022,2
Soft Broadcast News,-865272,2021,10,2022,2
Partisan Cable (right),3364942,2021,10,2022,2
Partisan Cable (left),4306838,2021,10,2022,2
Spanish News,-350262,2021,10,2022,2
Other Cable,-1554207,2021,10,2022,2
No or Minimal News,-3786205,2021,10,2022,3
Hard Broadcast News,-2508585,2021,10,2022,3
Soft Broadcast News,-2481694,2021,10,2022,3
Partisan Cable (right),4654953,2021,10,2022,3
Partisan Cable (left),5128838,2021,10,2022,3
Spanish News,-80834,2021,10,2022,3
Other Cable,-850568,2021,10,2022,3
No or Minimal News,5406188,2021,10,2022,4
Hard Broadcast News,-3903922,2021,10,2022,4
Soft Broadcast News,-2221024,2021,10,2022,4
Partisan Cable (right),1904501,2021,10,2022,4
Partisan Cable (left),714880,2021,10,2022,4
Spanish News,-1099786,2021,10,2022,4
Other Cable,-766417,2021,10,2022,4
No or Minimal News,5156392,2021,10,2022,5
Hard Broadcast News,-3818460,2021,10,2022,5
Soft Broadcast News,-1753272,2021,10,2022,5
Partisan Cable (right),1195249,2021,10,2022,5
Partisan Cable (left),352893,2021,10,2022,5
Spanish News,-710883,2021,10,2022,5
Other Cable,-390013,2021,10,2022,5
No or Minimal News,6697025,2021,10,2022,6
Hard Broadcast News,-4470699,2021,10,2022,6
Soft Broadcast News,-3581722,2021,10,2022,6
Partisan Cable (right),1075311,2021,10,2022,6
Partisan Cable (left),2626576,2021,10,2022,6
Spanish News,-1060334,2021,10,2022,6
Other Cable,-1230365,2021,10,2022,6
No or Minimal News,11467161,2021,10,2022,7
Hard Broadcast News,-6532054,2021,10,2022,7
Soft Broadcast News,-3616821,2021,10,2022,7
Partisan Cable (right),400500,2021,10,2022,7
Partisan Cable (left),1406006,2021,10,2022,7
Spanish News,-1306586,2021,10,2022,7
Other Cable,-1728019,2021,10,2022,7
No or Minimal News,12082311,2021,10,2022,8
Hard Broadcast News,-8548791,2021,10,2022,8
Soft Broadcast News,-2446776,2021,10,2022,8
Partisan Cable (right),727492,2021,10,2022,8
Partisan Cable (left),1262656,2021,10,2022,8
Spanish News,-1623720,2021,10,2022,8
Other Cable,-1315419,2021,10,2022,8
No or Minimal News,5241404,2021,10,2022,9
Hard Broadcast News,-685936,2021,10,2022,9
Soft Broadcast News,-3922557,2021,10,2022,9
Partisan Cable (right),146231,2021,10,2022,9
Partisan Cable (left),3158528,2021,10,2022,9
Spanish News,-921405,2021,10,2022,9
Other Cable,-2710853,2021,10,2022,9
No or Minimal News,9481862,2021,10,2022,10
Hard Broadcast News,-2780336,2021,10,2022,10
Soft Broadcast News,-2064808,2021,10,2022,10
Partisan Cable (right),45550,2021,10,2022,10
Partisan Cable (left),506737,2021,10,2022,10
Spanish News,-1418846,2021,10,2022,10
Other Cable,-2685617,2021,10,2022,10
No or Minimal News,2460937,2021,10,2022,11
Hard Broadcast News,-1336383,2021,10,2022,11
Soft Broadcast News,-1221589,2021,10,2022,11
Partisan Cable (right),3046872,2021,10,2022,11
Partisan Cable (left),2831235,2021,10,2022,11
Spanish News,-850762,2021,10,2022,11
Other Cable,-3740274,2021,10,2022,11
No or Minimal News,6082677,2021,10,2022,12
Hard Broadcast News,-1890536,2021,10,2022,12
Soft Broadcast News,-520162,2021,10,2022,12
Partisan Cable (right),-679627,2021,10,2022,12
Partisan Cable (left),1738083,2021,10,2022,12
Spanish News,-722197,2021,10,2022,12
Other Cable,-2910746,2021,10,2022,12
No or Minimal News,7754820,2021,10,2023,1
Hard Broadcast News,-999886,2021,10,2023,1
Soft Broadcast News,-1540686,2021,10,2023,1
Partisan Cable (right),-922883,2021,10,2023,1
Partisan Cable (left),981024,2021,10,2023,1
Spanish News,-1489420,2021,10,2023,1
Other Cable,-2669091,2021,10,2023,1
No or Minimal News,13588096,2021,10,2023,2
Hard Broadcast News,-3725630,2021,10,2023,2
Soft Broadcast News,-2044315,2021,10,2023,2
Partisan Cable (right),-795532,2021,10,2023,2
Partisan Cable (left),-333167,2021,10,2023,2
Spanish News,-1955655,2021,10,2023,2
Other Cable,-3506332,2021,10,2023,2
No or Minimal News,12044748,2021,10,2023,3
Hard Broadcast News,-2436347,2021,10,2023,3
Soft Broadcast News,-2475597,2021,10,2023,3
Partisan Cable (right),-1012739,2021,10,2023,3
Partisan Cable (left),-344895,2021,10,2023,3
Spanish News,-2185134,2021,10,2023,3
Other Cable,-2446432,2021,10,2023,3
No or Minimal News,14424670,2021,10,2023,4
Hard Broadcast News,-5465184,2021,10,2023,4
Soft Broadcast News,-2488592,2021,10,2023,4
Partisan Cable (right),-753854,2021,10,2023,4
Partisan Cable (left),1227456,2021,10,2023,4
Spanish News,-2212362,2021,10,2023,4
Other Cable,-3596573,2021,10,2023,4
No or Minimal News,16084703,2021,10,2023,5
Hard Broadcast News,-4490063,2021,10,2023,5
Soft Broadcast News,-2649842,2021,10,2023,5
Partisan Cable (right),-2615597,2021,10,2023,5
Partisan Cable (left),231848,2021,10,2023,5
Spanish News,-2445013,2021,10,2023,5
Other Cable,-2972909,2021,10,2023,5
No or Minimal News,18417862,2021,10,2023,6
Hard Broadcast News,-7540878,2021,10,2023,6
Soft Broadcast News,-3531051,2021,10,2023,6
Partisan Cable (right),-2770340,2021,10,2023,6
Partisan Cable (left),1907037,2021,10,2023,6
Spanish News,-2907245,2021,10,2023,6
Other Cable,-2437018,2021,10,2023,6
No or Minimal News,21734009,2021,10,2023,7
Hard Broadcast News,-9043807,2021,10,2023,7
Soft Broadcast News,-3174440,2021,10,2023,7
Partisan Cable (right),-2914644,2021,10,2023,7
Partisan Cable (left),-502382,2021,10,2023,7
Spanish News,-2760709,2021,10,2023,7
Other Cable,-2256321,2021,10,2023,7
No or Minimal News,16965663,2021,10,2023,8
Hard Broadcast News,-8664529,2021,10,2023,8
Soft Broadcast News,-3108664,2021,10,2023,8
Partisan Cable (right),-793130,2021,10,2023,8
Partisan Cable (left),2487862,2021,10,2023,8
Spanish News,-3041583,2021,10,2023,8
Other Cable,-2710181,2021,10,2023,8
No or Minimal News,18834422,2021,10,2023,9
Hard Broadcast News,-5914019,2021,10,2023,9
Soft Broadcast News,-3345306,2021,10,2023,9
Partisan Cable (right),-2101031,2021,10,2023,9
Partisan Cable (left),333612,2021,10,2023,9
Spanish News,-2881196,2021,10,2023,9
Other Cable,-2975673,2021,10,2023,9
No or Minimal News,15468061,2021,10,2023,10
Hard Broadcast News,-3637807,2021,10,2023,10
Soft Broadcast News,-3997750,2021,10,2023,10
Partisan Cable (right),-187548,2021,10,2023,10
Partisan Cable (left),3820857,2021,10,2023,10
Spanish News,-2085480,2021,10,2023,10
Other Cable,-4123328,2021,10,2023,10
No or Minimal News,18726586,2021,10,2023,11
Hard Broadcast News,-3891805,2021,10,2023,11
Soft Broadcast News,-2136277,2021,10,2023,11
Partisan Cable (right),-2108240,2021,10,2023,11
Partisan Cable (left),1268156,2021,10,2023,11
Spanish News,-2028328,2021,10,2023,11
Other Cable,-4508223,2021,10,2023,11
No or Minimal News,20225829,2021,10,2023,12
Hard Broadcast News,-3052166,2021,10,2023,12
Soft Broadcast News,-2842743,2021,10,2023,12
Partisan Cable (right),-4312812,2021,10,2023,12
Partisan Cable (left),604244,2021,10,2023,12
Spanish News,-2192956,2021,10,2023,12
Other Cable,-3162159,2021,10,2023,12
No or Minimal News,20459289,2021,10,2024,1
Hard Broadcast News,-4799078,2021,10,2024,1
Soft Broadcast News,-1750568,2021,10,2024,1
Partisan Cable (right),-3151447,2021,10,2024,1
Partisan Cable (left),423173,2021,10,2024,1
Spanish News,-2256895,2021,10,2024,1
Other Cable,-3554523,2021,10,2024,1
No or Minimal News,24090490,2021,10,2024,2
Hard Broadcast News,-4167425,2021,10,2024,2
Soft Broadcast News,-4730967,2021,10,2024,2
Partisan Cable (right),-3420871,2021,10,2024,2
Partisan Cable (left),157251,2021,10,2024,2
Spanish News,-2536101,2021,10,2024,2
Other Cable,-4073309,2021,10,2024,2
No or Minimal News,19690497,2021,10,2024,3
Hard Broadcast News,-583748,2021,10,2024,3
Soft Broadcast News,-5192290,2021,10,2024,3
Partisan Cable (right),-3168813,2021,10,2024,3
Partisan Cable (left),422196,2021,10,2024,3
Spanish News,-2510407,2021,10,2024,3
Other Cable,-3415286,2021,10,2024,3
No or Minimal News,23544637,2021,10,2024,4
Hard Broadcast News,-4810078,2021,10,2024,4
Soft Broadcast News,-4275821,2021,10,2024,4
Partisan Cable (right),-3613919,2021,10,2024,4
Partisan Cable (left),1107582,2021,10,2024,4
Spanish News,-2560512,2021,10,2024,4
Other Cable,-4021497,2021,10,2024,4
No or Minimal News,26333121,2021,10,2024,5
Hard Broadcast News,-7079203,2021,10,2024,5
Soft Broadcast News,-3849547,2021,10,2024,5
Partisan Cable (right),-3352557,2021,10,2024,5
Partisan Cable (left),1287999,2021,10,2024,5
Spanish News,-2694951,2021,10,2024,5
Other Cable,-5303858,2021,10,2024,5
No or Minimal News,19018194,2021,10,2024,6
Hard Broadcast News,-2784846,2021,10,2024,6
Soft Broadcast News,-5407183,2021,10,2024,6
Partisan Cable (right),-2174913,2021,10,2024,6
Partisan Cable (left),3170828,2021,10,2024,6
Spanish News,-2386828,2021,10,2024,6
Other Cable,-4182028,2021,10,2024,6
No or Minimal News,13701365,2021,10,2024,7
Hard Broadcast News,114147,2021,10,2024,7
Soft Broadcast News,-7215368,2021,10,2024,7
Partisan Cable (right),2811225,2021,10,2024,7
Partisan Cable (left),4403405,2021,10,2024,7
Spanish News,-2134435,2021,10,2024,7
Other Cable,-6320423,2021,10,2024,7
No or Minimal News,20449320,2021,10,2024,8
Hard Broadcast News,-4836581,2021,10,2024,8
Soft Broadcast News,-6444032,2021,10,2024,8
Partisan Cable (right),-810621,2021,10,2024,8
Partisan Cable (left),5952220,2021,10,2024,8
Spanish News,-3246479,2021,10,2024,8
Other Cable,-5418626,2021,10,2024,8
No or Minimal News,9629156,2021,10,2024,9
Hard Broadcast News,9127347,2021,10,2024,9
Soft Broadcast News,-6689324,2021,10,2024,9
Partisan Cable (right),-490516,2021,10,2024,9
Partisan Cable (left),3660881,2021,10,2024,9
Spanish News,-3024543,2021,10,2024,9
Other Cable,-5082704,2021,10,2024,9
No or Minimal News,17076361,2021,10,2024,10
Hard Broadcast News,371190,2021,10,2024,10
Soft Broadcast News,-5644326,2021,10,2024,10
Partisan Cable (right),530715,2021,10,2024,10
Partisan Cable (left),3643331,2021,10,2024,10
Spanish News,-2731048,2021,10,2024,10
Other Cable,-6048288,2021,10,2024,10
No or Minimal News,7703440,2021,10,2024,11
Hard Broadcast News,4491368,2021,10,2024,11
Soft Broadcast News,-6215399,2021,10,2024,11
Partisan Cable (right),5669524,2021,10,2024,11
Partisan Cable (left),4223675,2021,10,2024,11
Spanish News,-2378428,2021,10,2024,11
Other Cable,-6345341,2021,10,2024,11
No or Minimal News,28743625,2021,10,2024,12
Hard Broadcast News,-4337987,2021,10,2024,12
Soft Broadcast News,-4085996,2021,10,2024,12
Partisan Cable (right),-1179074,2021,10,2024,12
Partisan Cable (left),-3953791,2021,10,2024,12
Spanish News,-3453524,2021,10,2024,12
Other Cable,-4691158,2021,10,2024,12
No or Minimal News,15133142,2021,10,2025,1
Hard Broadcast News,5734994,2021,10,2025,1
Soft Broadcast News,-8031929,2021,10,2025,1
Partisan Cable (right),3333925,2021,10,2025,1
Partisan Cable (left),-1096995,2021,10,2025,1
Spanish News,-2386699,2021,10,2025,1
Other Cable,-5558426,2021,10,2025,1
No or Minimal News,30622844,2021,10,2025,2
Hard Broadcast News,-6897095,2021,10,2025,2
Soft Broadcast News,-7070819,2021,10,2025,2
Partisan Cable (right),1230292,2021,10,2025,2
Partisan Cable (left),-2124750,2021,10,2025,2
Spanish News,-2880168,2021,10,2025,2
Other Cable,-5775922,2021,10,2025,2
No or Minimal News,25131216,2021,10,2025,3
Hard Broadcast News,-1066023,2021,10,2025,3
Soft Broadcast News,-7938627,2021,10,2025,3
Partisan Cable (right),911972,2021,10,2025,3
Partisan Cable (left),-2099029,2021,10,2025,3
Spanish News,-2599889,2021,10,2025,3
Other Cable,-5190699,2021,10,2025,3
No or Minimal News,32625468,2021,10,2025,4
Hard Broadcast News,-7224691,2021,10,2025,4
Soft Broadcast News,-7461161,2021,10,2025,4
Partisan Cable (right),-955614,2021,10,2025,4
Partisan Cable (left),-2012042,2021,10,2025,4
Spanish News,-2425077,2021,10,2025,4
Other Cable,-5356633,2021,10,2025,4
No or Minimal News,34159042,2021,10,2025,5
Hard Broadcast News,-6598513,2021,10,2025,5
Soft Broadcast News,-7086372,2021,10,2025,5
Partisan Cable (right),-1902102,2021,10,2025,5
Partisan Cable (left),-3344582,2021,10,2025,5
Spanish News,-2649267,2021,10,2025,5
Other Cable,-5451589,2021,10,2025,5
No or Minimal News,32532743,2021,10,2025,6
Hard Broadcast News,-9617177,2021,10,2025,6
Soft Broadcast News,-7927947,2021,10,2025,6
Partisan Cable (right),904526,2021,10,2025,6
Partisan Cable (left),126615,2021,10,2025,6
Spanish News,-2803143,2021,10,2025,6
Other Cable,-6064139,2021,10,2025,6
No or Minimal News,38712914,2021,10,2025,7
Hard Broadcast News,-10530921,2021,10,2025,7
Soft Broadcast News,-7739198,2021,10,2025,7
Partisan Cable (right),-1372670,2021,10,2025,7
Partisan Cable (left),-2166464,2021,10,2025,7
Spanish News,-3276206,2021,10,2025,7
Other Cable,-6508594,2021,10,2025,7
No or Minimal News,40738902,2021,10,2025,8
Hard Broadcast News,-9687804,2021,10,2025,8
Soft Broadcast News,-7162247,2021,10,2025,8
Partisan Cable (right),-2661442,2021,10,2025,8
Partisan Cable (left),-3589253,2021,10,2025,8
Spanish News,-3542439,2021,10,2025,8
Other Cable,-6998748,2021,10,2025,8
No or Minimal News,37584656,2021,10,2025,9
Hard Broadcast News,-8520386,2021,10,2025,9
Soft Broadcast News,-7168719,2021,10,2025,9
Partisan Cable (right),665683,2021,10,2025,9
Partisan Cable (left),-2000009,2021,10,2025,9
Spanish News,-3286184,2021,10,2025,9
Other Cable,-6253120,2021,10,2025,9
No or Minimal News,-778184,2021,11,2021,12
Hard Broadcast News,927584,2021,11,2021,12
Soft Broadcast News,650467,2021,11,2021,12
Partisan Cable (right),-1770298,2021,11,2021,12
Partisan Cable (left),1025812,2021,11,2021,12
Spanish News,250228,2021,11,2021,12
Other Cable,-296754,2021,11,2021,12
No or Minimal News,-3427048,2021,11,2022,1
Hard Broadcast News,4516869,2021,11,2022,1
Soft Broadcast News,1864,2021,11,2022,1
Partisan Cable (right),-1744024,2021,11,2022,1
Partisan Cable (left),-539089,2021,11,2022,1
Spanish News,342687,2021,11,2022,1
Other Cable,864709,2021,11,2022,1
No or Minimal News,69487,2021,11,2022,2
Hard Broadcast News,-2973867,2021,11,2022,2
Soft Broadcast News,-841685,2021,11,2022,2
Partisan Cable (right),1512231,2021,11,2022,2
Partisan Cable (left),4215574,2021,11,2022,2
Spanish News,-219546,2021,11,2022,2
Other Cable,-1663576,2021,11,2022,2
No or Minimal News,-3956120,2021,11,2022,3
Hard Broadcast News,-510761,2021,11,2022,3
Soft Broadcast News,-2458107,2021,11,2022,3
Partisan Cable (right),2802241,2021,11,2022,3
Partisan Cable (left),5037574,2021,11,2022,3
Spanish News,49881,2021,11,2022,3
Other Cable,-959938,2021,11,2022,3
No or Minimal News,5236273,2021,11,2022,4
Hard Broadcast News,-1906098,2021,11,2022,4
Soft Broadcast News,-2197437,2021,11,2022,4
Partisan Cable (right),51790,2021,11,2022,4
Partisan Cable (left),623616,2021,11,2022,4
Spanish News,-969071,2021,11,2022,4
Other Cable,-875786,2021,11,2022,4
No or Minimal News,4986477,2021,11,2022,5
Hard Broadcast News,-1820635,2021,11,2022,5
Soft Broadcast News,-1729685,2021,11,2022,5
Partisan Cable (right),-657463,2021,11,2022,5
Partisan Cable (left),261629,2021,11,2022,5
Spanish News,-580168,2021,11,2022,5
Other Cable,-499382,2021,11,2022,5
No or Minimal News,6527110,2021,11,2022,6
Hard Broadcast News,-2472874,2021,11,2022,6
